freq,vinevar,age,unit,geo\TIME_PERIOD	2015 	2020 
A,VIM_TOT,TOTAL,HA,AT	41129 	41291 
A,VIM_TOT,TOTAL,HA,AT11	10987 	10549 
A,VIM_TOT,TOTAL,HA,AT12	26281 	26393 
A,VIM_TOT,TOTAL,HA,AT13	519 	585 
A,VIM_TOT,TOTAL,HA,AT21	60 	97 
A,VIM_TOT,TOTAL,HA,AT22	3231 	3588 
A,VIM_TOT,TOTAL,HA,AT31	32 	56 
A,VIM_TOT,TOTAL,HA,AT32	6 	6 
A,VIM_TOT,TOTAL,HA,AT33	4 	5 
A,VIM_TOT,TOTAL,HA,AT34	8 	11 
A,VIM_TOT,TOTAL,HA,BG	54322 	53698 
A,VIM_TOT,TOTAL,HA,BG31	4364 	4064 
A,VIM_TOT,TOTAL,HA,BG32	4443 	4382 
A,VIM_TOT,TOTAL,HA,BG33	7076 	6232 
A,VIM_TOT,TOTAL,HA,BG34	18992 	19660 
A,VIM_TOT,TOTAL,HA,BG41	2650 	2666 
A,VIM_TOT,TOTAL,HA,BG42	16798 	16694 
A,VIM_TOT,TOTAL,HA,CY	5313 	5135 
A,VIM_TOT,TOTAL,HA,CZ	14273 	14740 
A,VIM_TOT,TOTAL,HA,CZ01	10 	13 
A,VIM_TOT,TOTAL,HA,CZ02	254 	254 
A,VIM_TOT,TOTAL,HA,CZ03	1 	: c
A,VIM_TOT,TOTAL,HA,CZ04	275 	272 
A,VIM_TOT,TOTAL,HA,CZ05	0 	0 
A,VIM_TOT,TOTAL,HA,CZ06	13451 	13839 
A,VIM_TOT,TOTAL,HA,CZ07	282 	362 
A,VIM_TOT,TOTAL,HA,CZ08	: c	: c
A,VIM_TOT,TOTAL,HA,DE	96652 	95482 
A,VIM_TOT,TOTAL,HA,DE11	10859 	10639 
A,VIM_TOT,TOTAL,HA,DE12	2530 	2489 
A,VIM_TOT,TOTAL,HA,DE13	11837 	11772 
A,VIM_TOT,TOTAL,HA,DE14	536 	599 
A,VIM_TOT,TOTAL,HA,DE21	: 	0 
A,VIM_TOT,TOTAL,HA,DE23	3 	4 
A,VIM_TOT,TOTAL,HA,DE24	5 	6 
A,VIM_TOT,TOTAL,HA,DE25	261 	275 
A,VIM_TOT,TOTAL,HA,DE26	5240 	5280 
A,VIM_TOT,TOTAL,HA,DE27	41 	53 
A,VIM_TOT,TOTAL,HA,DE40	14 	16 
A,VIM_TOT,TOTAL,HA,DE71	3509 	3520 
A,VIM_TOT,TOTAL,HA,DE73	0 	0 
A,VIM_TOT,TOTAL,HA,DE80	2 	2 
A,VIM_TOT,TOTAL,HA,DE91	: 	1 
A,VIM_TOT,TOTAL,HA,DE92	: 	: c
A,VIM_TOT,TOTAL,HA,DE93	: 	1 
A,VIM_TOT,TOTAL,HA,DE94	: 	: c
A,VIM_TOT,TOTAL,HA,DEA2	18 	18 
A,VIM_TOT,TOTAL,HA,DEB1	6746 	6631 
A,VIM_TOT,TOTAL,HA,DEB2	7111 	6628 
A,VIM_TOT,TOTAL,HA,DEB3	46723 	46340 
A,VIM_TOT,TOTAL,HA,DEC0	98 	87 
A,VIM_TOT,TOTAL,HA,DED2	408 	258 
A,VIM_TOT,TOTAL,HA,DED4	: c	0 
A,VIM_TOT,TOTAL,HA,DED5	: c	128 
A,VIM_TOT,TOTAL,HA,DEE0	621 	644 
A,VIM_TOT,TOTAL,HA,DEF0	1 	2 
A,VIM_TOT,TOTAL,HA,DEG0	88 	87 
A,VIM_TOT,TOTAL,HA,EL	52451 	52155 
A,VIM_TOT,TOTAL,HA,EL30	6018 	6151 
A,VIM_TOT,TOTAL,HA,EL41	2623 	2513 
A,VIM_TOT,TOTAL,HA,EL42	2677 	2635 
A,VIM_TOT,TOTAL,HA,EL43	6822 	6713 
A,VIM_TOT,TOTAL,HA,EL51	1786 	1867 
A,VIM_TOT,TOTAL,HA,EL52	3294 	3438 
A,VIM_TOT,TOTAL,HA,EL53	1980 	2158 
A,VIM_TOT,TOTAL,HA,EL54	161 	194 
A,VIM_TOT,TOTAL,HA,EL61	3523 	3709 
A,VIM_TOT,TOTAL,HA,EL62	677 	181 
A,VIM_TOT,TOTAL,HA,EL63	7550 	7526 
A,VIM_TOT,TOTAL,HA,EL64	6402 	6558 
A,VIM_TOT,TOTAL,HA,EL65	8939 	8514 
A,VIM_TOT,TOTAL,HA,ES	916101 	885230 
A,VIM_TOT,TOTAL,HA,ES11	23709 	18566 
A,VIM_TOT,TOTAL,HA,ES12	: 	61 
A,VIM_TOT,TOTAL,HA,ES13	98 	74 
A,VIM_TOT,TOTAL,HA,ES21	13892 	14650 
A,VIM_TOT,TOTAL,HA,ES22	18001 	17851 
A,VIM_TOT,TOTAL,HA,ES23	45039 	47451 
A,VIM_TOT,TOTAL,HA,ES24	34909 	34363 
A,VIM_TOT,TOTAL,HA,ES30	11159 	8526 
A,VIM_TOT,TOTAL,HA,ES41	73631 	78519 
A,VIM_TOT,TOTAL,HA,ES42	427886 	420650 
A,VIM_TOT,TOTAL,HA,ES43	86674 	76254 
A,VIM_TOT,TOTAL,HA,ES51	54580 	57044 
A,VIM_TOT,TOTAL,HA,ES52	59615 	57562 
A,VIM_TOT,TOTAL,HA,ES53	1877 	: 
A,VIM_TOT,TOTAL,HA,ES61	29910 	26504 
A,VIM_TOT,TOTAL,HA,ES62	24410 	23054 
A,VIM_TOT,TOTAL,HA,ES70	10712 	4099 
A,VIM_TOT,TOTAL,HA,EU	3049304 d	2907787 
A,VIM_TOT,TOTAL,HA,EU27_2020	3049304 d	2907787 
A,VIM_TOT,TOTAL,HA,EU28	3049304 d	: 
A,VIM_TOT,TOTAL,HA,FR	776658 	: 
A,VIM_TOT,TOTAL,HA,FR10	13 	: 
A,VIM_TOT,TOTAL,HA,FR21	25230 e	: 
A,VIM_TOT,TOTAL,HA,FR22	2242 	: 
A,VIM_TOT,TOTAL,HA,FR24	21547 	: 
A,VIM_TOT,TOTAL,HA,FR25	: c	: 
A,VIM_TOT,TOTAL,HA,FR26	32732 	: 
A,VIM_TOT,TOTAL,HA,FR41	211 	: 
A,VIM_TOT,TOTAL,HA,FR42	16724 	: 
A,VIM_TOT,TOTAL,HA,FR43	1819 	: 
A,VIM_TOT,TOTAL,HA,FR51	33721 	: 
A,VIM_TOT,TOTAL,HA,FR53	86267 	: 
A,VIM_TOT,TOTAL,HA,FR61	143815 	: 
A,VIM_TOT,TOTAL,HA,FR62	33802 	: 
A,VIM_TOT,TOTAL,HA,FR63	83 	: 
A,VIM_TOT,TOTAL,HA,FR71	48186 	: 
A,VIM_TOT,TOTAL,HA,FR72	1010 	: 
A,VIM_TOT,TOTAL,HA,FR81	230716 	: 
A,VIM_TOT,TOTAL,HA,FR82	92264 	: 
A,VIM_TOT,TOTAL,HA,FR83	6270 	: 
A,VIM_TOT,TOTAL,HA,FRA2	0 	: 
A,VIM_TOT,TOTAL,HA,FRA3	0 	: 
A,VIM_TOT,TOTAL,HA,FRA4	0 	: 
A,VIM_TOT,TOTAL,HA,FRA5	0 	: 
A,VIM_TOT,TOTAL,HA,FRB0	: 	20773 
A,VIM_TOT,TOTAL,HA,FRC1	: 	33268 
A,VIM_TOT,TOTAL,HA,FRC2	: 	1897 
A,VIM_TOT,TOTAL,HA,FRD1	: 	: c
A,VIM_TOT,TOTAL,HA,FRD2	: 	1 
A,VIM_TOT,TOTAL,HA,FRE1	: 	12 
A,VIM_TOT,TOTAL,HA,FRE2	: 	3365 
A,VIM_TOT,TOTAL,HA,FRF1	: 	14900 
A,VIM_TOT,TOTAL,HA,FRF2	: 	30790 
A,VIM_TOT,TOTAL,HA,FRF3	: 	274 
A,VIM_TOT,TOTAL,HA,FRG0	: 	30688 
A,VIM_TOT,TOTAL,HA,FRH0	: 	11 
A,VIM_TOT,TOTAL,HA,FRI1	: 	138618 
A,VIM_TOT,TOTAL,HA,FRI2	: 	98 
A,VIM_TOT,TOTAL,HA,FRI3	: 	91789 
A,VIM_TOT,TOTAL,HA,FRJ1	: 	228179 
A,VIM_TOT,TOTAL,HA,FRJ2	: 	36366 
A,VIM_TOT,TOTAL,HA,FRK1	: 	1034 
A,VIM_TOT,TOTAL,HA,FRK2	: 	46881 
A,VIM_TOT,TOTAL,HA,FRL0	: 	91713 
A,VIM_TOT,TOTAL,HA,FRM0	: 	6280 
A,VIM_TOT,TOTAL,HA,HR	12115 	10721 
A,VIM_TOT,TOTAL,HA,HR02	: 	4650 
A,VIM_TOT,TOTAL,HA,HR03	5484 	5026 
A,VIM_TOT,TOTAL,HA,HR04	6631 	: 
A,VIM_TOT,TOTAL,HA,HR05	: 	18 
A,VIM_TOT,TOTAL,HA,HR06	: 	1027 
A,VIM_TOT,TOTAL,HA,HU	60285 	56893 
A,VIM_TOT,TOTAL,HA,HU10	1548 	: 
A,VIM_TOT,TOTAL,HA,HU11	: 	4 
A,VIM_TOT,TOTAL,HA,HU12	: 	1337 
A,VIM_TOT,TOTAL,HA,HU21	7449 	6760 
A,VIM_TOT,TOTAL,HA,HU22	3812 	2489 
A,VIM_TOT,TOTAL,HA,HU23	10205 	9795 
A,VIM_TOT,TOTAL,HA,HU31	16510 	16322 
A,VIM_TOT,TOTAL,HA,HU32	753 	692 
A,VIM_TOT,TOTAL,HA,HU33	20007 	19495 
A,VIM_TOT,TOTAL,HA,IT	638684 	650890 
A,VIM_TOT,TOTAL,HA,ITC1	48855 	41601 
A,VIM_TOT,TOTAL,HA,ITC2	394 	202 
A,VIM_TOT,TOTAL,HA,ITC3	1051 	1062 
A,VIM_TOT,TOTAL,HA,ITC4	24371 	21305 
A,VIM_TOT,TOTAL,HA,ITF1	28646 	31949 
A,VIM_TOT,TOTAL,HA,ITF2	4322 	5072 
A,VIM_TOT,TOTAL,HA,ITF3	17939 	23157 
A,VIM_TOT,TOTAL,HA,ITF4	100426 	87507 
A,VIM_TOT,TOTAL,HA,ITF5	3917 	1885 
A,VIM_TOT,TOTAL,HA,ITF6	6774 	7916 
A,VIM_TOT,TOTAL,HA,ITG1	92885 	118292 
A,VIM_TOT,TOTAL,HA,ITG2	18539 	23979 
A,VIM_TOT,TOTAL,HA,ITH1	4396 	5132 
A,VIM_TOT,TOTAL,HA,ITH2	10396 	9446 
A,VIM_TOT,TOTAL,HA,ITH3	89627 	92644 
A,VIM_TOT,TOTAL,HA,ITH4	21731 	25931 
A,VIM_TOT,TOTAL,HA,ITH5	60969 	50980 
A,VIM_TOT,TOTAL,HA,ITI1	60438 	58213 
A,VIM_TOT,TOTAL,HA,ITI2	12114 	11564 
A,VIM_TOT,TOTAL,HA,ITI3	15381 	15021 
A,VIM_TOT,TOTAL,HA,ITI4	15514 	18033 
A,VIM_TOT,TOTAL,HA,PT	194063 d	171111 e
A,VIM_TOT,TOTAL,HA,PT11	80394 	81411 e
A,VIM_TOT,TOTAL,HA,PT15	1575 	1513 e
A,VIM_TOT,TOTAL,HA,PT16	70862 	42234 e
A,VIM_TOT,TOTAL,HA,PT17	8805 	9266 e
A,VIM_TOT,TOTAL,HA,PT18	32428 	36686 e
A,VIM_TOT,TOTAL,HA,RO	167384 	69543 
A,VIM_TOT,TOTAL,HA,RO11	7245 	509 
A,VIM_TOT,TOTAL,HA,RO12	5867 	3497 
A,VIM_TOT,TOTAL,HA,RO21	25599 	9383 
A,VIM_TOT,TOTAL,HA,RO22	65317 	39734 
A,VIM_TOT,TOTAL,HA,RO31	28049 	5947 
A,VIM_TOT,TOTAL,HA,RO32	511 	0 
A,VIM_TOT,TOTAL,HA,RO41	30032 	7498 
A,VIM_TOT,TOTAL,HA,RO42	4764 	2974 
A,VIM_TOT,TOTAL,HA,SI	12047 	10837 
A,VIM_TOT,TOTAL,HA,SI03	7116 	5757 
A,VIM_TOT,TOTAL,HA,SI04	4931 	5080 
A,VIM_TOT,TOTAL,HA,SK	7828 	13067 
A,VIM_TOT,TOTAL,HA,SK01	1575 	2030 
A,VIM_TOT,TOTAL,HA,SK02	5080 	8320 
A,VIM_TOT,TOTAL,HA,SK03	780 	1444 
A,VIM_TOT,TOTAL,HA,SK04	394 	1272 
A,VIM_TOT,TOTAL,HLD,AT	13399 	11319 
A,VIM_TOT,TOTAL,HLD,AT11	3141 	2481 
A,VIM_TOT,TOTAL,HLD,AT12	7993 	6742 
A,VIM_TOT,TOTAL,HLD,AT13	254 	237 
A,VIM_TOT,TOTAL,HLD,AT21	71 	59 
A,VIM_TOT,TOTAL,HLD,AT22	1879 	1726 
A,VIM_TOT,TOTAL,HLD,AT31	33 	43 
A,VIM_TOT,TOTAL,HLD,AT32	7 	8 
A,VIM_TOT,TOTAL,HLD,AT33	12 	15 
A,VIM_TOT,TOTAL,HLD,AT34	9 	8 
A,VIM_TOT,TOTAL,HLD,BG	41004 	40184 
A,VIM_TOT,TOTAL,HLD,BG31	3862 	3636 
A,VIM_TOT,TOTAL,HLD,BG32	5285 	5187 
A,VIM_TOT,TOTAL,HLD,BG33	7328 	7138 
A,VIM_TOT,TOTAL,HLD,BG34	10572 	10487 
A,VIM_TOT,TOTAL,HLD,BG41	1834 	1803 
A,VIM_TOT,TOTAL,HLD,BG42	12123 	11933 
A,VIM_TOT,TOTAL,HLD,CY	11807 	11449 
A,VIM_TOT,TOTAL,HLD,CZ	17708 	16048 
A,VIM_TOT,TOTAL,HLD,CZ01	10 	12 
A,VIM_TOT,TOTAL,HLD,CZ02	68 	67 
A,VIM_TOT,TOTAL,HLD,CZ03	3 	: c
A,VIM_TOT,TOTAL,HLD,CZ04	55 	49 
A,VIM_TOT,TOTAL,HLD,CZ05	3 	4 
A,VIM_TOT,TOTAL,HLD,CZ06	17140 	15514 
A,VIM_TOT,TOTAL,HLD,CZ07	427 	398 
A,VIM_TOT,TOTAL,HLD,CZ08	2 	: c
A,VIM_TOT,TOTAL,HLD,DE	42736 	34329 
A,VIM_TOT,TOTAL,HLD,DE11	9402 	7483 
A,VIM_TOT,TOTAL,HLD,DE12	2965 	2340 
A,VIM_TOT,TOTAL,HLD,DE13	10010 	7731 
A,VIM_TOT,TOTAL,HLD,DE14	429 	391 
A,VIM_TOT,TOTAL,HLD,DE21	: 	3 
A,VIM_TOT,TOTAL,HLD,DE23	21 	25 
A,VIM_TOT,TOTAL,HLD,DE24	12 	11 
A,VIM_TOT,TOTAL,HLD,DE25	391 	316 
A,VIM_TOT,TOTAL,HLD,DE26	3115 	2595 
A,VIM_TOT,TOTAL,HLD,DE27	23 	30 
A,VIM_TOT,TOTAL,HLD,DE40	31 	38 
A,VIM_TOT,TOTAL,HLD,DE71	1065 	917 
A,VIM_TOT,TOTAL,HLD,DE73	1 	1 
A,VIM_TOT,TOTAL,HLD,DE80	2 	3 
A,VIM_TOT,TOTAL,HLD,DE91	: 	3 
A,VIM_TOT,TOTAL,HLD,DE92	: 	4 
A,VIM_TOT,TOTAL,HLD,DE93	: 	3 
A,VIM_TOT,TOTAL,HLD,DE94	: 	4 
A,VIM_TOT,TOTAL,HLD,DEA2	3 	4 
A,VIM_TOT,TOTAL,HLD,DEB1	2443 	2118 
A,VIM_TOT,TOTAL,HLD,DEB2	2866 	2183 
A,VIM_TOT,TOTAL,HLD,DEB3	6964 	5863 
A,VIM_TOT,TOTAL,HLD,DEC0	46 	41 
A,VIM_TOT,TOTAL,HLD,DED2	2295 	1493 
A,VIM_TOT,TOTAL,HLD,DED4	4 	5 
A,VIM_TOT,TOTAL,HLD,DED5	2 	97 
A,VIM_TOT,TOTAL,HLD,DEE0	565 	542 
A,VIM_TOT,TOTAL,HLD,DEF0	3 	4 
A,VIM_TOT,TOTAL,HLD,DEG0	78 	81 
A,VIM_TOT,TOTAL,HLD,EL	128948 	128199 
A,VIM_TOT,TOTAL,HLD,EL30	7328 	7556 
A,VIM_TOT,TOTAL,HLD,EL41	7221 	6976 
A,VIM_TOT,TOTAL,HLD,EL42	4914 	5103 
A,VIM_TOT,TOTAL,HLD,EL43	32850 	33801 
A,VIM_TOT,TOTAL,HLD,EL51	3392 	3339 
A,VIM_TOT,TOTAL,HLD,EL52	5792 	5950 
A,VIM_TOT,TOTAL,HLD,EL53	5951 	6029 
A,VIM_TOT,TOTAL,HLD,EL54	1130 	1532 
A,VIM_TOT,TOTAL,HLD,EL61	8565 	8661 
A,VIM_TOT,TOTAL,HLD,EL62	2976 	759 
A,VIM_TOT,TOTAL,HLD,EL63	17284 	17183 
A,VIM_TOT,TOTAL,HLD,EL64	14264 	14456 
A,VIM_TOT,TOTAL,HLD,EL65	17353 	16939 
A,VIM_TOT,TOTAL,HLD,ES	436468 	394009 
A,VIM_TOT,TOTAL,HLD,ES11	139484 	127105 
A,VIM_TOT,TOTAL,HLD,ES12	: 	197 
A,VIM_TOT,TOTAL,HLD,ES13	237 	64 
A,VIM_TOT,TOTAL,HLD,ES21	3102 	3112 
A,VIM_TOT,TOTAL,HLD,ES22	3824 	3364 
A,VIM_TOT,TOTAL,HLD,ES23	12100 	11149 
A,VIM_TOT,TOTAL,HLD,ES24	12957 	10599 
A,VIM_TOT,TOTAL,HLD,ES30	5102 	5513 
A,VIM_TOT,TOTAL,HLD,ES41	89761 	81778 
A,VIM_TOT,TOTAL,HLD,ES42	87400 	78416 
A,VIM_TOT,TOTAL,HLD,ES43	15492 	14812 
A,VIM_TOT,TOTAL,HLD,ES51	9873 	8060 
A,VIM_TOT,TOTAL,HLD,ES52	20727 	18695 
A,VIM_TOT,TOTAL,HLD,ES53	1204 	: 
A,VIM_TOT,TOTAL,HLD,ES61	15920 	15078 
A,VIM_TOT,TOTAL,HLD,ES62	3817 	4390 
A,VIM_TOT,TOTAL,HLD,ES70	15468 	11677 
A,VIM_TOT,TOTAL,HLD,EU	2268956 d	1196713 
A,VIM_TOT,TOTAL,HLD,EU27_2020	2268956 d	1196713 
A,VIM_TOT,TOTAL,HLD,EU28	2268956 d	: 
A,VIM_TOT,TOTAL,HLD,FR	74815 	: 
A,VIM_TOT,TOTAL,HLD,FR10	7 	: 
A,VIM_TOT,TOTAL,HLD,FR21	11539 e	: 
A,VIM_TOT,TOTAL,HLD,FR22	665 	: 
A,VIM_TOT,TOTAL,HLD,FR24	1765 	: 
A,VIM_TOT,TOTAL,HLD,FR25	: c	: 
A,VIM_TOT,TOTAL,HLD,FR26	4060 	: 
A,VIM_TOT,TOTAL,HLD,FR41	47 	: 
A,VIM_TOT,TOTAL,HLD,FR42	4013 	: 
A,VIM_TOT,TOTAL,HLD,FR43	406 	: 
A,VIM_TOT,TOTAL,HLD,FR51	1661 	: 
A,VIM_TOT,TOTAL,HLD,FR53	4573 	: 
A,VIM_TOT,TOTAL,HLD,FR61	8432 	: 
A,VIM_TOT,TOTAL,HLD,FR62	2259 	: 
A,VIM_TOT,TOTAL,HLD,FR63	39 	: 
A,VIM_TOT,TOTAL,HLD,FR71	6347 	: 
A,VIM_TOT,TOTAL,HLD,FR72	186 	: 
A,VIM_TOT,TOTAL,HLD,FR81	20151 	: 
A,VIM_TOT,TOTAL,HLD,FR82	8416 	: 
A,VIM_TOT,TOTAL,HLD,FR83	248 	: 
A,VIM_TOT,TOTAL,HLD,FRA2	0 	: 
A,VIM_TOT,TOTAL,HLD,FRA3	0 	: 
A,VIM_TOT,TOTAL,HLD,FRA4	0 	: 
A,VIM_TOT,TOTAL,HLD,FRA5	0 	: 
A,VIM_TOT,TOTAL,HLD,FRB0	: 	1546 
A,VIM_TOT,TOTAL,HLD,FRC1	: 	3566 
A,VIM_TOT,TOTAL,HLD,FRC2	: 	381 
A,VIM_TOT,TOTAL,HLD,FRD1	: 	: c
A,VIM_TOT,TOTAL,HLD,FRD2	: 	3 
A,VIM_TOT,TOTAL,HLD,FRE1	: 	6 
A,VIM_TOT,TOTAL,HLD,FRE2	: 	1214 
A,VIM_TOT,TOTAL,HLD,FRF1	: 	3089 
A,VIM_TOT,TOTAL,HLD,FRF2	: 	13018 
A,VIM_TOT,TOTAL,HLD,FRF3	: 	71 
A,VIM_TOT,TOTAL,HLD,FRG0	: 	1349 
A,VIM_TOT,TOTAL,HLD,FRH0	: 	6 
A,VIM_TOT,TOTAL,HLD,FRI1	: 	6900 
A,VIM_TOT,TOTAL,HLD,FRI2	: 	42 
A,VIM_TOT,TOTAL,HLD,FRI3	: 	3951 
A,VIM_TOT,TOTAL,HLD,FRJ1	: 	21872 
A,VIM_TOT,TOTAL,HLD,FRJ2	: 	2068 
A,VIM_TOT,TOTAL,HLD,FRK1	: 	183 
A,VIM_TOT,TOTAL,HLD,FRK2	: 	5589 
A,VIM_TOT,TOTAL,HLD,FRL0	: 	8857 
A,VIM_TOT,TOTAL,HLD,FRM0	: 	286 
A,VIM_TOT,TOTAL,HLD,HR	30645 	21284 
A,VIM_TOT,TOTAL,HLD,HR02	: 	2826 
A,VIM_TOT,TOTAL,HLD,HR03	16146 	10776 
A,VIM_TOT,TOTAL,HLD,HR04	14499 	: 
A,VIM_TOT,TOTAL,HLD,HR05	: 	118 
A,VIM_TOT,TOTAL,HLD,HR06	: 	7564 
A,VIM_TOT,TOTAL,HLD,HU	34529 	22776 
A,VIM_TOT,TOTAL,HLD,HU10	770 	: 
A,VIM_TOT,TOTAL,HLD,HU11	: 	10 
A,VIM_TOT,TOTAL,HLD,HU12	: 	486 
A,VIM_TOT,TOTAL,HLD,HU21	7114 	4513 
A,VIM_TOT,TOTAL,HLD,HU22	4519 	1928 
A,VIM_TOT,TOTAL,HLD,HU23	4929 	3321 
A,VIM_TOT,TOTAL,HLD,HU31	10384 	7483 
A,VIM_TOT,TOTAL,HLD,HU32	321 	213 
A,VIM_TOT,TOTAL,HLD,HU33	6611 	4822 
A,VIM_TOT,TOTAL,HLD,IT	353142 	233917 
A,VIM_TOT,TOTAL,HLD,ITC1	20051 	12614 
A,VIM_TOT,TOTAL,HLD,ITC2	1264 	528 
A,VIM_TOT,TOTAL,HLD,ITC3	2451 	1111 
A,VIM_TOT,TOTAL,HLD,ITC4	9280 	2217 
A,VIM_TOT,TOTAL,HLD,ITF1	19846 	13326 
A,VIM_TOT,TOTAL,HLD,ITF2	6885 	3594 
A,VIM_TOT,TOTAL,HLD,ITF3	30932 	18241 
A,VIM_TOT,TOTAL,HLD,ITF4	50406 	40474 
A,VIM_TOT,TOTAL,HLD,ITF5	7301 	4844 
A,VIM_TOT,TOTAL,HLD,ITF6	9240 	6654 
A,VIM_TOT,TOTAL,HLD,ITG1	36897 	30842 
A,VIM_TOT,TOTAL,HLD,ITG2	18052 	11488 
A,VIM_TOT,TOTAL,HLD,ITH1	3827 	3060 
A,VIM_TOT,TOTAL,HLD,ITH2	7562 	5532 
A,VIM_TOT,TOTAL,HLD,ITH3	36711 	24846 
A,VIM_TOT,TOTAL,HLD,ITH4	6621 	4830 
A,VIM_TOT,TOTAL,HLD,ITH5	24461 	12956 
A,VIM_TOT,TOTAL,HLD,ITI1	18455 	12783 
A,VIM_TOT,TOTAL,HLD,ITI2	11512 	6716 
A,VIM_TOT,TOTAL,HLD,ITI3	14601 	9463 
A,VIM_TOT,TOTAL,HLD,ITI4	16786 	7798 
A,VIM_TOT,TOTAL,HLD,PT	211944 d	107848 e
A,VIM_TOT,TOTAL,HLD,PT11	107186 	58881 e
A,VIM_TOT,TOTAL,HLD,PT15	1638 	1969 e
A,VIM_TOT,TOTAL,HLD,PT16	89240 	39487 e
A,VIM_TOT,TOTAL,HLD,PT17	3333 	2087 e
A,VIM_TOT,TOTAL,HLD,PT18	10547 	5424 e
A,VIM_TOT,TOTAL,HLD,RO	838026 	76163 
A,VIM_TOT,TOTAL,HLD,RO11	54845 	1751 
A,VIM_TOT,TOTAL,HLD,RO12	27080 	4558 
A,VIM_TOT,TOTAL,HLD,RO21	146002 	6944 
A,VIM_TOT,TOTAL,HLD,RO22	188524 	39545 
A,VIM_TOT,TOTAL,HLD,RO31	183968 	5073 
A,VIM_TOT,TOTAL,HLD,RO32	6714 	0 
A,VIM_TOT,TOTAL,HLD,RO41	227184 	17354 
A,VIM_TOT,TOTAL,HLD,RO42	3987 	938 
A,VIM_TOT,TOTAL,HLD,SI	28470 	21364 
A,VIM_TOT,TOTAL,HLD,SI03	23051 	16388 
A,VIM_TOT,TOTAL,HLD,SI04	5419 	4976 
A,VIM_TOT,TOTAL,HLD,SK	5315 	4367 
A,VIM_TOT,TOTAL,HLD,SK01	1631 	1310 
A,VIM_TOT,TOTAL,HLD,SK02	3086 	2393 
A,VIM_TOT,TOTAL,HLD,SK03	213 	177 
A,VIM_TOT,TOTAL,HLD,SK04	410 	500 
A,VIM_TOT,Y10-29,HA,AT	21722 	19633 
A,VIM_TOT,Y10-29,HA,AT11	6985 	5736 
A,VIM_TOT,Y10-29,HA,AT12	12672 	11473 
A,VIM_TOT,Y10-29,HA,AT13	274 	305 
A,VIM_TOT,Y10-29,HA,AT21	7 	35 
A,VIM_TOT,Y10-29,HA,AT22	1769 	2054 
A,VIM_TOT,Y10-29,HA,AT31	10 	18 
A,VIM_TOT,Y10-29,HA,AT32	0 	4 
A,VIM_TOT,Y10-29,HA,AT33	1 	3 
A,VIM_TOT,Y10-29,HA,AT34	5 	6 
A,VIM_TOT,Y10-29,HA,BG	7024 	11894 
A,VIM_TOT,Y10-29,HA,BG31	826 	944 
A,VIM_TOT,Y10-29,HA,BG32	594 	683 
A,VIM_TOT,Y10-29,HA,BG33	581 	1081 
A,VIM_TOT,Y10-29,HA,BG34	3089 	4465 
A,VIM_TOT,Y10-29,HA,BG41	278 	328 
A,VIM_TOT,Y10-29,HA,BG42	1656 	4393 
A,VIM_TOT,Y10-29,HA,CY	506 	869 
A,VIM_TOT,Y10-29,HA,CZ	7955 	7154 
A,VIM_TOT,Y10-29,HA,CZ01	6 	6 
A,VIM_TOT,Y10-29,HA,CZ02	127 	121 
A,VIM_TOT,Y10-29,HA,CZ03	: c	: c
A,VIM_TOT,Y10-29,HA,CZ04	66 	81 
A,VIM_TOT,Y10-29,HA,CZ05	0 	0 
A,VIM_TOT,Y10-29,HA,CZ06	7628 	6801 
A,VIM_TOT,Y10-29,HA,CZ07	128 	145 
A,VIM_TOT,Y10-29,HA,CZ08	: c	: c
A,VIM_TOT,Y10-29,HA,DE	51373 	48420 
A,VIM_TOT,Y10-29,HA,DE11	5620 	4811 
A,VIM_TOT,Y10-29,HA,DE12	1082 	1098 
A,VIM_TOT,Y10-29,HA,DE13	6214 	6741 
A,VIM_TOT,Y10-29,HA,DE14	306 	307 
A,VIM_TOT,Y10-29,HA,DE21	: 	: c
A,VIM_TOT,Y10-29,HA,DE23	1 	2 
A,VIM_TOT,Y10-29,HA,DE24	3 	: c
A,VIM_TOT,Y10-29,HA,DE25	104 	129 
A,VIM_TOT,Y10-29,HA,DE26	2500 	2138 
A,VIM_TOT,Y10-29,HA,DE27	16 	23 
A,VIM_TOT,Y10-29,HA,DE40	: c	8 
A,VIM_TOT,Y10-29,HA,DE71	1652 	1437 
A,VIM_TOT,Y10-29,HA,DE73	0 	0 
A,VIM_TOT,Y10-29,HA,DE80	2 	1 
A,VIM_TOT,Y10-29,HA,DEA2	: c	18 
A,VIM_TOT,Y10-29,HA,DEB1	3623 	3324 
A,VIM_TOT,Y10-29,HA,DEB2	2544 	2454 
A,VIM_TOT,Y10-29,HA,DEB3	26973 	25200 
A,VIM_TOT,Y10-29,HA,DEC0	52 	54 
A,VIM_TOT,Y10-29,HA,DED2	226 	136 
A,VIM_TOT,Y10-29,HA,DED4	: 	: c
A,VIM_TOT,Y10-29,HA,DED5	: 	79 
A,VIM_TOT,Y10-29,HA,DEE0	408 	396 
A,VIM_TOT,Y10-29,HA,DEF0	: 	: c
A,VIM_TOT,Y10-29,HA,DEG0	40 	: c
A,VIM_TOT,Y10-29,HA,EL	20992 	17407 
A,VIM_TOT,Y10-29,HA,EL30	736 	709 
