Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050
1.A.2. Manufacturing industries and construction,WAM,Total,423690.012255278,416124.71137,408449.81297,397908.93476,385863.80176,374599.01725,362799.42674,351101.78163,338326.979,325278.36281,317078.919679163,309701.344294092,303047.506293943,297163.521093105,291091.923902268,285912.189655236,281762.916975461,277952.953130607,274155.403590832,270342.003343801,267260.905798094,264246.632535384,261253.252081306,258337.183425598,255350.993162888,253648.672683588,252007.745231545,250496.597589501,249067.129017458,246689.27261747
1.A.2. Manufacturing industries and construction,WEM,ESR,118552.936034444,118054.48934,117623.94506,115325.79282,112795.11271,111621.05142,110512.86259,109609.24763,108648.06362,107515.91646,106616.806134512,105775.568302778,104969.836438775,104266.874657042,103535.723195309,102612.509282364,101905.31517942,101258.251896476,100647.578813531,99998.4268728568,100248.937493638,100534.819704798,100799.627845957,101126.450097117,101441.401278277,101473.881394439,101463.037920601,101485.965266763,101500.341102925,101284.992699087
1.A.2. Manufacturing industries and construction,WEM,ETS,306940.56667,302594.90088,299095.40693,294519.11676,289120.6425,281808.39843,273917.44109,264707.03653,255208.68207,246091.70099,239228.088642337,233222.010350919,227616.429982654,222931.449811236,218370.868949818,214435.15365669,211212.504203561,208268.000830432,205462.578787303,202626.723931022,199710.76697639,196921.207742899,194134.826269409,191490.573005918,188848.465192427,187818.436152401,186809.255732375,185857.219712349,184897.889562323,183153.877752297
1.A.2. Manufacturing industries and construction,WEM,Total,425094.100965278,420649.18911,416719.25201,409844.80957,401915.5552,393429.14986,384430.80365,374316.48416,363856.54568,353607.81743,345844.814746822,338997.218653644,332586.426431348,327198.30445817,321906.592124992,317047.802898901,313117.89936281,309525.972706719,306109.917590628,302624.550803654,299835.762057087,297207.942639308,294562.826881528,292121.55347648,289670.354428701,288691.253814238,287689.678259775,286778.917865313,285852.11188085,283911.099976388
1.A.2. Manufacturing industries and construction,WOM,ESR,927.28965,936.23984,945.10501,954.08028,963.02772,973.07911,983.19312,993.19446,1003.07657,1013.04114,1022.34114,1031.74114,1041.14114,1050.44114,1060.9287,1069.3287,1077.7287,1086.1287,1094.5287,1103.61717,1112.3987,1120.81452,1129.23034,1137.64616,1146.06198,1154.4578,1162.85362,1171.24944,1179.64525,1188.04107
1.A.2. Manufacturing industries and construction,WOM,ETS,1285.4,1296.1,1306.8,1317.5,1328.2,1337.8,1347.3,1356.9,1366.5,1376.1,1384.7,1393.3,1401.9,1410.6,1419.2,1427.4,1435.7,1443.9,1452.2,1460.4,1467.98,1475.56,1483.14,1490.72,1498.3,1505.88,1513.46,1521.04,1528.62,1536.2
1.A.2. Manufacturing industries and construction,WOM,Total,18239.38965,18259.03984,18278.50501,18298.18028,18317.72772,18536.47911,18755.09312,18973.59446,19192.07657,19410.64114,19656.64114,19902.64114,20148.74114,20394.74114,20641.8287,20824.8287,21007.9287,21190.9287,21374.0287,21557.81717,21846.6787,22135.17452,22423.67034,22712.16616,23000.66198,23121.1978,23241.73362,23362.26944,23482.80525,23603.34107
1.A.3. Transport,WAM,ESR,748176.224443333,750903.094756667,750297.50655,745190.99389,735075.87289,714510.75453,691254.87431,667541.9075,644220.28806,618532.65552,600477.42261985,582943.524380496,565105.902611596,547421.74256315,528488.91686943,507138.363173776,487284.833333895,468477.890348241,451003.832532252,434446.993934111,423747.065952461,413916.004496079,404836.897228847,396155.716605331,388398.388256641,382125.463791461,376432.011611356,370987.720308417,365855.142508566,361219.702860008
1.A.3. Transport,WAM,ETS,3358.15547,3613.54504,3746.2558,3804.52993,3832.27028,3848.74786,3845.50418,3805.99576,3758.3924,3693.04755,3620.4267602115,3561.11627911246,3501.01668801341,3445.62668691437,3392.87332581532,3361.84032119222,3333.72286656912,3308.34118194602,3285.46224732292,3266.52094269982,3253.15210807672,3241.29315345363,3229.95895883052,3219.91133420743,3211.67232958433,3207.60717496123,3203.39056033813,3238.01886571503,3232.55656109193,3229.93527646883
1.A.3. Transport,WAM,Total,761568.06919,766430.20919,767788.38818,764282.17371,755582.91586,735109.11687,711923.73865,688242.84777,664943.79212,639260.80515,621051.560302563,603375.922150678,585395.860990279,567574.228301272,548506.533216989,527221.554661591,507436.092113936,488700.415718538,471300.073884774,454820.918276889,444192.787296629,434434.907450485,425429.633412554,416823.585219395,409142.955740943,402952.711280784,397341.5416757,392018.284618718,386966.783703888,382415.132719319
1.A.3. Transport,WEM,ESR,750891.026213333,755671.492756667,759288.71578,758319.0621,752344.92623,739208.57773,724014.43543,708950.8587,694212.42218,676881.43602,663096.343445149,650139.366317581,635928.671377486,621534.534457391,606206.841109042,590180.852965522,575699.610873748,562037.037301821,549134.2446883,536612.180566526,527122.978409126,518131.309230349,509781.107941573,501652.042632797,494202.41164402,487538.294687831,481327.439621642,475417.430095453,469841.524639264,464790.588713075
1.A.3. Transport,WEM,ETS,3358.15547,3613.54504,3794.11254,3861.48275,3897.3446,3918.48801,3922.07584,3882.07006,3846.77805,3798.29498,3754.45747012077,3725.12653790553,3692.43783789598,3657.16817788642,3619.00751782167,3586.04069368454,3554.35645949222,3522.93349529888,3494.21987116173,3467.48876696941,3457.44843281386,3449.98837864913,3444.23976448439,3438.97650031965,3434.67631615492,3431.10688199018,3428.51176782545,3562.92912366071,3557.18302949597,3553.94213533124
1.A.3. Transport,WEM,Total,764288.57096,771467.30719,777359.35415,778262.5105,773975.36463,760993.52779,745935.04552,730961.17395,716316.0392,699064.78703,685168.351871397,672113.685860552,657802.565897181,643305.45872381,627871.970762184,611933.287453383,597540.107196327,583966.422429118,571154.972480313,558726.665013257,549350.666792486,540474.53508766,532241.931002835,524230.741610689,516899.905315864,510337.926923781,504230.138831699,498559.994069616,493083.944577534,488135.321305451
1.A.3. Transport,WOM,ESR,6984.70604,7091.48447,7197.50037,7303.03277,7407.94492,7524.03914,7639.27081,7753.93813,7868.27511,7981.98154,8084.98153,8187.98152,8291.0815,8394.08149,8508.19848,8673.29851,8838.39853,9003.49856,9168.59859,9337.14569,9353.27285,9352.87628,9352.4797,9352.08313,9351.68655,9351.30998,9350.9334,9350.55683,9350.18025,9349.80368
1.A.3. Transport,WOM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3. Transport,WOM,Total,28078.83356,28653.89414,29228.24741,29802.11717,30375.3527,31210.17025,32044.1253,32877.50814,33710.66071,34543.08273,35538.58067,36533.97861,37529.47654,38524.87448,39531.58942,40689.3939,41847.29838,43005.10286,44163.00734,45324.25889,45384.7189,45428.6133,45472.5077,45516.40211,45560.29651,45621.67092,45683.04532,45744.41972,45805.79413,45867.16853
1.A.3.a. Domestic aviation,WAM,ESR,92.5281175,108.27762,124.05678,137.23895,148.90869,149.68063,150.35088,151.0088,151.56586,152.40586,150.960016771456,149.608598505939,148.15793218845,146.807030687805,145.55681918716,146.004557002944,146.453081583599,146.902299399383,147.451993980038,147.901991795822,147.588433424109,147.273949869241,146.960361497528,146.645231177788,146.32963762292,179.162671223378,211.995214823836,244.826143241139,277.657196841597,310.487168494028
1.A.3.a. Domestic aviation,WAM,ETS,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.a. Domestic aviation,WAM,Total,10125.84832,12021.85171,13868.88712,15424.09328,16823.58584,16899.17959,16973.97551,17045.89778,17117.10195,17187.71239,17100.9631613977,17013.3698240616,16926.0668397066,16838.5207711043,16751.1420025021,16844.8332827226,16938.6019416769,17032.4348318974,17126.3148208517,17220.4244910722,17216.537809318,17212.5249233125,17208.6398515543,17204.6658068189,17200.5491408134,17329.9685750721,17459.2415293309,17588.4196593423,17717.5311536011,17846.6122748787
1.A.3.a. Domestic aviation,WEM,ESR,92.6210695,110.267574,128.143736,143.323028,156.88981,157.859176,158.826852,159.582198,160.536684,161.57411,160.271272855215,159.068323683919,157.865474512622,156.663015341326,155.461246170029,156.415502694028,157.270539218026,158.226265742025,159.182472264683,160.138978788682,159.913866093063,159.688443397668,159.463310702272,159.237258006877,159.010725311482,192.007194197446,225.003183083411,257.998171969375,290.99267085534,323.886729741304
1.A.3.a. Domestic aviation,WEM,ETS,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.a. Domestic aviation,WEM,Total,10131.54832,12292.65171,14404.88712,16225.40915,17889.90711,18024.00735,18157.50985,18288.03874,18417.74961,18546.86678,18477.2948630748,18407.4809861453,18337.7761092157,18268.0073522862,18198.3058953567,18318.6103432749,18438.8900011931,18559.3360691113,18679.8270670252,18800.3499049434,18812.5806257916,18824.8643566366,18837.0966874815,18849.3214183305,18861.5013691754,19016.1105053675,19170.6731515596,19325.1201977516,19479.4213939437,19633.8736001357
1.A.3.a. Domestic aviation,WOM,ESR,0.01137,0.01185,0.01207,0.01229,0.01243,0.01257,0.01271,0.0128,0.01289,0.01298,0.01297,0.01296,0.01294,0.01293,0.01292,0.01295,0.01297,0.013,0.01303,0.01305,0.01336,0.01343,0.01349,0.01356,0.01362,0.01369,0.01375,0.01382,0.01388,0.01395
1.A.3.a. Domestic aviation,WOM,Total,295.53888,308.32153,321.05911,333.89669,346.62021,356.94368,367.16719,377.48281,387.79849,398.11417,411.31211,424.51005,437.70799,450.90592,464.10386,478.80834,493.41282,508.0173,522.62178,537.32626,537.49941,537.63046,537.7615,537.89254,538.02358,538.09463,538.16567,538.23671,538.30776,538.3788
1.A.3.b. Road transportation,WAM,ESR,726717.50265,728934.16585,727713.39359,722097.59894,711519.64319,691111.20429,668134.74343,644574.20671,621430.69441,595914.89423,577989.643597332,560586.413569645,542878.850856976,525324.352509289,506536.097182262,485192.395872231,465352.757687841,446558.108857811,429097.185183168,412552.642523137,401905.356577151,392123.430141533,383092.476690274,374456.737374287,366748.579773028,360563.447694059,354959.233980477,349608.991806527,344575.512143199,340048.135389617
1.A.3.b. Road transportation,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.b. Road transportation,WAM,Total,726795.39612,729089.95438,727713.39359,722097.59894,711519.64319,691111.20429,668134.74343,644574.20671,621430.69441,595914.89423,577989.643597332,560586.413569645,542878.850856976,525324.352509289,506536.097182262,485192.395872231,465352.757687841,446558.108857811,429097.185183168,412552.642523137,401985.534955164,392283.786895611,383333.011820415,374777.450882443,367149.471657248,360952.264446633,355335.975601406,349973.658295811,344928.103500837,340388.65161561
1.A.3.b. Road transportation,WEM,ESR,729360.97143,733599.88172,736664.11215,735146.36117,728662.64581,715505.46582,700417.88948,685330.22962,670588.27992,653230.62163,639539.142514852,626671.526247386,612552.447797475,598250.187107563,583016.193679316,566919.091504397,552372.563051142,538642.199817888,525670.451902968,513077.088389714,503565.225630368,494546.459959632,486167.941378897,478005.481328162,470526.418747426,463869.857647273,457665.270027119,451758.725746965,446191.268746812,441152.119966658
1.A.3.b. Road transportation,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.b. Road transportation,WEM,Total,729438.8649,733755.67025,736664.11215,735146.36117,728662.64581,715505.46582,700417.88948,685330.22962,670588.27992,653230.62163,639539.142514852,626671.526247386,612552.447797475,598250.187107563,583016.193679316,566919.091504397,552372.563051142,538642.199817888,525670.451902968,513077.088389714,503669.781963387,494755.572623128,486481.61037287,478423.706655154,471049.200404895,464376.892771613,458156.558618331,452234.267805049,446651.064271768,441596.168958486
1.A.3.b. Road transportation,WOM,ESR,6899.4182,7005.26771,7110.44462,7215.02748,7319.07943,7434.29765,7548.81005,7662.71761,7776.09274,7888.82293,7991.52293,8094.12293,8196.82293,8299.52293,8412.7487,8577.4487,8742.2487,8907.0487,9071.8487,9238.01373,9253.73761,9252.38916,9251.04071,9249.69226,9248.3438,9247.01535,9245.6869,9244.35845,9243.02999,9241.70154
1.A.3.b. Road transportation,WOM,Total,26868.0182,27353.76771,27838.84462,28323.32748,28807.27943,29567.19765,30326.41005,31085.01761,31843.09274,32600.42293,33531.22293,34461.92293,35392.62293,36323.42293,37264.6487,38346.2487,39427.9487,40509.5487,41591.2487,42674.31373,42699.87761,42708.36916,42716.86071,42725.35226,42733.8438,42737.21535,42740.5869,42743.95845,42747.32999,42750.70154
1.A.3.c. Railways,WAM,ESR,3635.27782,3684.53354,3840.77516,3888.53253,3903.37242,3821.80485,3644.57702,3571.70617,3475.64618,3403.27047,3390.41559751907,3400.67010434162,3411.71469186069,3421.98580937976,3428.32562689883,3413.63197497005,3389.67236234475,3366.62916041597,3340.27067848719,3313.24031655841,3292.61804595112,3269.38764542598,3244.62361420433,3221.19361367919,3189.91151315406,3162.06205492476,3130.94978669546,3094.43776838401,3054.11198015471,3007.39750262192
1.A.3.c. Railways,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.c. Railways,WAM,Total,3635.2767,3684.53238,3840.77516,3888.53253,3903.37242,3821.80485,3644.57702,3571.70617,3475.64618,3403.27047,3390.41559751907,3400.67010434162,3411.71469186069,3421.98580937976,3428.32562689883,3413.63197497005,3389.67236234475,3366.62916041597,3340.27067848719,3313.24031655841,3292.96044477092,3270.07244305726,3245.65081064708,3222.56320894174,3191.62350722808,3163.72248259239,3132.5586479567,3095.99506323886,3055.61770860317,3008.851664664
1.A.3.c. Railways,WEM,ESR,3690.51782,3811.59179,3945.67707,4072.75682,4174.96149,4155.18727,4033.56654,4017.85973,3977.40119,3958.4508,3978.07907591266,4025.88086190612,4071.64727781878,4116.37183373144,4159.2604197249,4192.57743930893,4219.32130897377,4249.46054855781,4278.84858814185,4309.59651780669,4332.63585196362,4354.48108613402,4376.68713030442,4403.33217447482,4426.33600864521,4455.88284146093,4485.63181427664,4515.08634709236,4543.82565990807,4569.99971272379
1.A.3.c. Railways,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.c. Railways,WEM,Total,3690.5167,3811.59063,3945.67707,4072.75682,4174.96149,4155.18727,4033.56654,4017.85973,3977.40119,3958.4508,3978.07907591266,4025.88086190612,4071.64727781878,4116.37183373144,4159.2604197249,4192.57743930893,4219.32130897377,4249.46054855781,4278.84858814185,4309.59651780669,4332.97728381387,4355.16394982621,4377.71142583856,4404.69790185921,4428.04316787155,4457.53857990972,4487.23613194789,4516.63924398606,4545.32713602423,4571.44976806241
1.A.3.c. Railways,WOM,ESR,32.8,33.2,33.6,33.9,34.3,34.6,35.0,35.3,35.6,36.0,36.3,36.6,37.0,37.3,37.6,38.0,38.3,38.7,39.0,39.3,39.94,40.58,41.22,41.86,42.5,43.14,43.78,44.42,45.06,45.7
1.A.3.c. Railways,WOM,Total,487.4,547.2,607.0,666.7,726.5,777.3,828.2,879.1,929.9,980.8,1015.3,1049.8,1084.4,1118.8,1153.3,1196.2,1238.9,1281.7,1324.5,1367.2,1402.02,1436.84,1471.66,1506.48,1541.3,1578.86,1616.42,1653.98,1691.54,1729.1
1.A.3.d. Domestic navigation,WAM,ESR,16102.4651813889,16644.29972,17143.92998,17657.48754,18161.77323,18090.67586,17992.6656,17922.48695,17856.76434,17793.34519,17659.4963000203,17535.0044200406,17411.3386728522,17287.7879728725,17155.4461828927,17171.3688169837,17189.0568210747,17208.9380451657,17230.0011092567,17253.2151033478,17226.4347395237,17205.8623656997,17186.241104667,17167.244010843,17151.6553103523,17061.9855692445,16971.3068053378,16881.01080423,16790.2078503232,16699.2949392154
1.A.3.d. Domestic navigation,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.A.3.d. Domestic navigation,WAM,Total,16119.98012,16644.30081,17143.92982,17657.48738,18161.77323,18086.2397,17988.22944,17918.05079,17852.32818,17793.34519,17659.4961400203,17535.0042600406,17411.3385128522,17287.7878128725,17155.4461828927,17171.3686569837,17189.0566610747,17208.9378851657,17230.0009492567,17253.2151033478,17231.608139611,17216.2093257485,17201.7616246772,17187.9380909405,17177.5231104112,17087.0740538668,16995.6161345234,16904.540977979,16812.9588686356,16721.2669620912
