Category,Scenario,Gas,Gapfilled 2021,Gapfilled 2022,Gapfilled 2023,Gapfilled 2024,Gapfilled 2025,Gapfilled 2026,Gapfilled 2027,Gapfilled 2028,Gapfilled 2029,Gapfilled 2030,Gapfilled 2031,Gapfilled 2032,Gapfilled 2033,Gapfilled 2034,Gapfilled 2035,Gapfilled 2036,Gapfilled 2037,Gapfilled 2038,Gapfilled 2039,Gapfilled 2040,Gapfilled 2041,Gapfilled 2042,Gapfilled 2043,Gapfilled 2044,Gapfilled 2045,Gapfilled 2046,Gapfilled 2047,Gapfilled 2048,Gapfilled 2049,Gapfilled 2050,Reported Value 2025,Reported Value 2030,Reported Value 2035,Reported Value 2040,Reported Value 2045,Reported Value 2050
1.A.1. Energy industries,WEM,Total,46576.89764,45332.95838,44089.01912,42845.07986,41601.14059,36678.69286,31756.24514,26833.79741,21911.34968,16988.90195,16298.68773,15608.47352,14918.2593,14228.04509,13537.83088,13626.67789,13715.52491,13804.37193,13893.21895,13982.06597,13501.1603510523,13020.2547302969,12539.3491095415,12058.4434905939,11577.5378698385,11482.7032897065,11387.8687095744,11293.0341294424,11198.1995493104,11103.3649691784,41601.1405922653,16988.901949798,13537.8308750044,13982.0659704649,,
1.A.2. Manufacturing industries and construction,WAM,ESR,5895.85703,5813.04913,5730.24123,5647.43332,5564.62542,5430.48988,5296.35434,5162.2188,5028.08326,4893.94772,4880.57424,4867.20077,4853.82729,4840.45382,4827.08034,4782.57841,4738.07648,4693.57455,4649.07261,4604.57068,4421.71998571433,4238.86929142865,4056.01859714297,3873.1679028573,3690.31720857163,3662.77292143007,3635.22863428851,3607.68434714696,3580.1400600054,3552.59577286385,5564.6254197804,4893.94772029436,4827.08034375567,4604.57068276785,,
1.A.2. Manufacturing industries and construction,WAM,ETS,21287.00108,21282.89413,21278.78717,21274.68022,21270.57326,20487.6058,19704.63834,18921.67088,18138.70342,17355.73596,17352.79121,17349.84645,17346.9017,17343.95694,17341.01219,17237.08527,17133.15835,17029.23143,16925.30452,16821.3776,16393.3725176445,15965.367435289,15537.3623529335,15109.3572705779,14681.3521882224,14544.8990029159,14408.4458176095,14271.992632303,14135.5394469965,13999.08626169,21270.5732589043,17355.7359628474,17341.0121855631,16821.3776008803,,
1.A.2. Manufacturing industries and construction,WAM,Total,27182.85812,27095.94326,27009.0284,26922.11354,26835.19868,25918.09568,25000.99268,24083.88968,23166.78668,22249.68368,22233.36545,22217.04722,22200.72899,22184.41076,22168.09253,22019.66368,21871.23483,21722.80598,21574.37713,21425.94828,20689.0143432526,19952.0804037351,19215.1464642175,18478.2125274701,17741.2785879525,17595.9552277693,17450.631867586,17305.3085074028,17159.9851472195,17014.6617870363,26835.1986786847,22249.6836831417,22168.0925293188,21425.9482836482,,
1.A.2. Manufacturing industries and construction,WEM,ESR,5895.79563,5812.92633,5730.05703,5647.18772,5564.31842,5434.79345,5305.26849,5175.74353,5046.21856,4916.6936,4896.78558,4876.87756,4856.96954,4837.06152,4817.1535,4769.02522,4720.89693,4672.76864,4624.64035,4576.51206,4394.77559296899,4213.03912593798,4031.30265890698,3849.56619187597,3667.82972484496,3640.4532828164,3613.07684078784,3585.70039875928,3558.32395673072,3530.94751470216,5564.31841894681,4916.6935968253,4817.15350408014,4576.51206248402,,
1.A.2. Manufacturing industries and construction,WEM,ETS,21287.1712,21283.23436,21279.29752,21275.36068,21271.42384,20461.01811,19650.61237,18840.20664,18029.8009,17219.39517,17230.16258,17240.92998,17251.69739,17262.4648,17273.23221,17130.46278,16987.69335,16844.92392,16702.15449,16559.38506,16138.0461462144,15716.7072324287,15295.3683186431,14874.0294048575,14452.6904910718,14318.362560751,14184.0346304301,14049.7067001093,13915.3787697884,13781.0508394676,21271.423840159,17219.3951683832,17273.2322062582,16559.3850618533,,
1.A.2. Manufacturing industries and construction,WEM,Total,27182.96683,27096.16069,27009.35455,26922.5484,26835.74226,25895.81156,24955.88086,24015.95016,23076.01946,22136.08877,22126.94815,22117.80754,22108.66693,22099.52632,22090.38571,21899.48799,21708.59028,21517.69256,21326.79484,21135.89712,20408.9393364853,19681.9815502379,18955.0237639906,18228.0659804759,17501.1081942285,17357.7521312983,17214.3960683682,17071.040005438,16927.6839425079,16784.3278795777,26835.7422591058,22136.0887652085,22090.3857103383,21135.8971243373,,
1.A.3. Transport,WAM,ESR,26559.07701,26831.56278,27104.04856,27376.53434,27649.02011,26996.99734,26344.97457,25692.9518,25040.92903,24388.90627,23789.79478,23190.68329,22591.57181,21992.46032,21393.34884,20338.60068,19283.85252,18229.10437,17174.35621,16119.60805,15479.487237791,14839.366425582,14199.2456133729,13559.1248011639,12919.0039889549,12822.5773851312,12726.1507813075,12629.7241774838,12533.2975736601,12436.8709698364,27649.0201110077,24388.9062650465,21393.3488372762,16119.60805166,,
1.A.3. Transport,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,
1.A.3. Transport,WAM,Total,26584.73459,26858.91514,27133.09568,27407.27623,27681.45677,27029.24322,26377.02967,25724.81611,25072.60256,24420.38901,23821.21183,23222.03465,22622.85748,22023.6803,21424.50312,20369.70251,19314.90191,18260.1013,17205.30069,16150.50009,15595.0123488636,15039.5246056391,14484.0368624146,13928.5491212781,13373.0613780536,13263.519204655,13153.9770312563,13044.4348578576,12934.892684459,12825.3505110603,27681.4567711286,24420.3890069633,21424.5031205193,16150.5000875109,,
1.A.3. Transport,WEM,ESR,26563.43878,26840.28633,27117.13387,27393.98142,27670.82896,27156.80494,26642.78091,26128.75689,25614.73286,25100.70884,24793.18011,24485.65138,24178.12265,23870.59392,23563.06519,22989.00457,22414.94396,21840.88335,21266.82273,20692.76212,19871.0381888711,19049.3142577423,18227.5903266134,17405.8663954845,16584.1424643557,16460.3595058139,16336.5765472721,16212.7935887303,16089.0106301885,15965.2276716467,27670.8289646076,25100.7088372417,23563.0651882665,20692.7621207919,,
1.A.3. Transport,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.3. Transport,WEM,Total,26589.09636,26867.63868,27146.18099,27424.72331,27703.26562,27189.05082,26674.83601,26160.6212,25646.40639,25132.19158,24824.59716,24517.00274,24209.40831,23901.81389,23594.21947,23020.10641,22445.99335,21871.88028,21297.76722,20723.65416,20010.8752507848,19298.0963388902,18585.3174269956,17872.5385177804,17159.7596058858,17019.1996167338,16878.6396275819,16738.07963843,16597.519649278,16456.9596601261,27703.2656247286,25132.1915791586,23594.2194715097,20723.6541566427,,
1.A.3.a. Domestic aviation,WAM,ESR,0.19507,0.20797,0.22086,0.23376,0.24665,0.24521,0.24377,0.24233,0.24089,0.23945,0.23895,0.23845,0.23796,0.23746,0.23697,0.23657,0.23617,0.23578,0.23538,0.23498,0.225648781276423,0.216317562552847,0.20698634382927,0.197655125105694,0.188323906382117,0.186918269018218,0.185512631654318,0.184106994290419,0.18270135692652,0.181295719562621,0.246654319981495,0.239446937995087,0.236965250238075,0.234983825496336,,
1.A.3.a. Domestic aviation,WAM,Total,25.85266,27.56032,29.26799,30.97565,32.68331,32.49109,32.29886,32.10664,31.91441,31.72219,31.656,31.58981,31.52362,31.45744,31.39125,31.3384,31.28556,31.23271,31.17987,31.12702,30.0564229329275,28.9858258618306,27.9152287907337,26.8446317236612,25.7740346525643,25.5629129285791,25.3517912045939,25.1406694806087,24.9295477566235,24.7184260326383,32.6833144409254,31.7221888548553,31.3912484933764,31.1270196763454,,
1.A.3.a. Domestic aviation,WEM,ESR,0.19507,0.20797,0.22086,0.23376,0.24665,0.24521,0.24377,0.24233,0.24089,0.23945,0.23895,0.23845,0.23796,0.23746,0.23697,0.23657,0.23617,0.23578,0.23538,0.23498,0.225648781276423,0.216317562552847,0.20698634382927,0.197655125105694,0.188323906382117,0.186918269018218,0.185512631654318,0.184106994290419,0.18270135692652,0.181295719562621,0.246654319981495,0.239446937995087,0.236965250238075,0.234983825496336,,
1.A.3.a. Domestic aviation,WEM,Total,25.85266,27.56032,29.26799,30.97565,32.68331,32.49109,32.29886,32.10664,31.91441,31.72219,31.656,31.58981,31.52362,31.45744,31.39125,31.3384,31.28556,31.23271,31.17987,31.12702,30.0564229329275,28.9858258618306,27.9152287907337,26.8446317236612,25.7740346525643,25.5629129285791,25.3517912045939,25.1406694806087,24.9295477566235,24.7184260326383,32.6833144409254,31.7221888548553,31.3912484933764,31.1270196763454,,
1.A.3.b. Road transportation,WAM,ESR,25679.13583,25920.89631,26162.65678,26404.41725,26646.17772,25986.20894,25326.24016,24666.27138,24006.3026,23346.33382,22746.52441,22146.715,21546.90559,20947.09618,20347.28677,19294.1902,18241.09363,17187.99706,16134.9005,15081.80393,14482.8950389585,13883.986147917,13285.0772568755,12686.1683658341,12087.2594747926,11997.0409578166,11906.8224408407,11816.6039238647,11726.3854068888,11636.1668899128,26646.177724419,23346.3338158275,20347.2867668209,15081.8039291555,,
1.A.3.b. Road transportation,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,
1.A.3.b. Road transportation,WAM,Total,25679.13583,25920.89631,26162.65678,26404.41725,26646.17772,25986.20894,25326.24016,24666.27138,24006.3026,23346.33382,22746.52441,22146.715,21546.90559,20947.09618,20347.28677,19294.1902,18241.09363,17187.99706,16134.9005,15081.80393,14563.0734169724,14044.3429019949,13525.6123870173,13006.8818739897,12488.1513590122,12385.8577103909,12283.5640617696,12181.2704131483,12078.976764527,11976.6831159057,26646.177724419,23346.3338158275,20347.2867668209,15081.8039291555,,
1.A.3.b. Road transportation,WEM,ESR,25683.52461,25929.67385,26175.8231,26421.97235,26668.12159,26148.45525,25628.78892,25109.12258,24589.45624,24069.78991,23762.74251,23455.6951,23148.6477,22841.6003,22534.5529,21961.11704,21387.68118,20814.24532,20240.80945,19667.37359,18886.3685483514,18105.3635067028,17324.3584650542,16543.3534234057,15762.3483817571,15644.6992406903,15527.0500996236,15409.4009585568,15291.75181749,15174.1026764233,26668.1215911457,24069.7899066804,22534.5529019118,19667.3735929053,,
1.A.3.b. Road transportation,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.3.b. Road transportation,WEM,Total,25683.52461,25929.67385,26175.8231,26421.97235,26668.12159,26148.45525,25628.78892,25109.12258,24589.45624,24069.78991,23762.74251,23455.6951,23148.6477,22841.6003,22534.5529,21961.11704,21387.68118,20814.24532,20240.80945,19667.37359,18990.9248813709,18314.4761701989,17638.027459027,16961.5787503979,16285.130039226,16151.734365031,16018.3386908359,15884.9430166409,15751.5473424459,15618.1516682509,26668.1215911457,24069.7899066804,22534.5529019118,19667.3735929053,,
1.A.3.c. Railways,WAM,ESR,59.36248,57.88406,56.40564,54.92722,53.4488,54.55041,55.65203,56.75364,57.85525,58.95686,60.03791,61.11896,62.2,63.28105,64.3621,64.37094,64.37977,64.38861,64.39745,64.40629,61.8486715679458,59.2910531358915,56.7334347038373,54.175816271783,51.6181978397288,51.2329229750845,50.8476481104401,50.4623732457958,50.0770983811514,49.6918235165071,53.4488005315849,58.9568628234775,64.3620968385657,64.4062891457516,,
1.A.3.c. Railways,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,
1.A.3.c. Railways,WAM,Total,59.36248,57.88406,56.40564,54.92722,53.4488,54.55041,55.65203,56.75364,57.85525,58.95686,60.03791,61.11896,62.2,63.28105,64.3621,64.37094,64.37977,64.38861,64.39745,64.40629,62.1910703877461,59.9758507671651,57.760631146584,55.5454115343301,53.330191913749,52.8933506427154,52.4565093716817,52.0196681006481,51.5828268296144,51.1459855585807,53.4488005315849,58.9568628234775,64.3620968385657,64.4062891457516,,
1.A.3.c. Railways,WEM,ESR,59.36248,57.88406,56.40564,54.92722,53.4488,54.55685,55.6649,56.77294,57.88099,58.98904,59.7355,60.48197,61.22844,61.97491,62.72137,63.02198,63.32258,63.62319,63.92379,64.2244,61.6740045459593,59.1236090919187,56.573213637878,54.0228181838374,51.4724227297967,51.0882359210725,50.7040491123483,50.3198623036242,49.9356754949,49.5514886861758,53.4488005315849,58.9890379361518,62.7213729341799,64.2243958228736,,
1.A.3.c. Railways,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.3.c. Railways,WEM,Total,59.36248,57.88406,56.40564,54.92722,53.4488,54.55685,55.6649,56.77294,57.88099,58.98904,59.7355,60.48197,61.22844,61.97491,62.72137,63.02198,63.32258,63.62319,63.92379,64.2244,62.0154363962085,59.8064727841134,57.5975091720183,55.3885455682268,53.1795819561317,52.7439743698637,52.3083667835957,51.8727591973278,51.4371516110598,51.0015440247919,53.4488005315849,58.9890379361518,62.7213729341799,64.2243958228736,,
1.A.3.d. Domestic navigation,WAM,ESR,749.15031,799.14946,849.14862,899.14778,949.14693,955.99277,962.83861,969.68446,976.5303,983.37614,982.99351,982.61089,982.22826,981.84563,981.46301,979.80298,978.14294,976.48291,974.82288,973.16285,934.517878483236,895.872906966472,857.227935449708,818.582963932944,779.937992416181,774.116586070455,768.295179724729,762.473773379003,756.652367033278,750.830960687552,949.146931737146,983.376139457476,981.463008366436,973.162849533272,,
1.A.3.d. Domestic navigation,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,
1.A.3.d. Domestic navigation,WAM,Total,749.15031,799.14946,849.14862,899.14778,949.14693,955.99277,962.83861,969.68446,976.5303,983.37614,982.99351,982.61089,982.22826,981.84563,981.46301,979.80298,978.14294,976.48291,974.82288,973.16285,939.691438570512,906.220027015204,872.748615459895,839.277204030407,805.805792475098,799.205230692751,792.604668910404,786.004107128058,779.403545345711,772.802983563364,949.146931737146,983.376139457476,981.463008366436,973.162849533272,,
1.A.3.d. Domestic navigation,WEM,ESR,749.1233,799.09546,849.06761,899.03977,949.01192,953.54762,958.08333,962.61903,967.15474,971.69045,970.46315,969.23585,968.00855,966.78125,965.55395,964.62899,963.70403,962.77907,961.85411,960.92915,922.769987192482,884.610824384964,846.451661577446,808.292498769928,770.13333596241,764.385110933472,758.636885904534,752.888660875596,747.140435846658,741.392210817719,949.01191861041,971.690445687147,965.553948170302,960.929148238187,,
1.A.3.d. Domestic navigation,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.3.d. Domestic navigation,WEM,Total,749.1233,799.09546,849.06761,899.03977,949.01192,953.54762,958.08333,962.61903,967.15474,971.69045,970.46315,969.23585,968.00855,966.78125,965.55395,964.62899,963.70403,962.77907,961.85411,960.92915,927.878510084761,894.827870045282,861.777230005804,828.726590090564,795.675950051086,789.158364404415,782.640778757745,776.123193111074,769.605607464404,763.088021817733,949.01191861041,971.690445687147,965.553948170302,960.929148238187,,
1.A.3.e. Other transportation,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,
1.A.3.e. Other transportation,WAM,Total,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1.A.3.e. Other transportation,WEM,ESR,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1.A.3.e. Other transportation,WEM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.3.e. Other transportation,WEM,Total,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1.A.4. Other sectors,WAM,ESR,30728.41359,29990.97823,29253.54286,28516.1075,27778.67213,27208.94527,26639.2184,26069.49154,25499.76468,24930.03781,24594.49167,24258.94553,23923.39939,23587.85325,23252.30711,22821.61362,22390.92013,21960.22663,21529.53314,21098.83964,20260.9900889977,19423.1405379955,18585.2909869933,17747.441435991,16909.5918849887,16783.3797931814,16657.167701374,16530.9556095666,16404.7435177592,16278.5314259518,27778.6721327018,24930.0378116994,23252.3071140964,21098.8396431539,,
1.A.4. Other sectors,WAM,ETS,495.22123,470.52046,445.81969,421.11893,396.41816,385.0026,373.58704,362.17148,350.75592,339.34037,333.14466,326.94895,320.75325,314.55754,308.36184,302.41359,296.46533,290.51708,284.56883,278.62057,271.531315906519,264.442061813038,257.352807719557,250.263553626076,243.174299532595,240.914159776359,238.654020020124,236.393880263888,234.133740507653,231.873600751417,396.418157100493,339.340365396654,308.361839081385,278.620571675099,,
1.A.4. Other sectors,WAM,Total,31223.63482,30461.49869,29699.36256,28937.22642,28175.09029,27593.94787,27012.80544,26431.66302,25850.5206,25269.37818,24927.63633,24585.89449,24244.15264,23902.4108,23560.66895,23124.02721,22687.38546,22250.74371,21814.10196,21377.46021,20642.1939942722,19906.9277757804,19171.6615572887,18436.3953415608,17701.1291230691,17556.1346374434,17411.1401518178,17266.1456661921,17121.1511805664,16976.1566949407,28175.0902898022,25269.3781770961,23560.6689531778,21377.460214829,,
1.A.4. Other sectors,WEM,ESR,30740.14632,30014.44368,29288.74104,28563.03841,27837.33577,27300.69859,26764.0614,26227.42422,25690.78704,25154.14986,24787.05805,24419.96624,24052.87443,23685.78262,23318.69082,22868.73473,22418.77864,21968.82256,21518.86647,21068.91039,20232.2493502667,19395.5883105334,18558.9272708002,17722.2662310669,16885.6051913336,16759.5721346444,16633.5390779552,16507.506021266,16381.4729645768,16255.4399078876,27837.3357698034,25154.1498571866,23318.690816637,21068.910387143,,
1.A.4. Other sectors,WEM,ETS,495.43652,470.95105,446.46557,421.98009,397.49461,386.85433,376.21405,365.57377,354.93349,344.29321,337.22709,330.16096,323.09484,316.02871,308.96259,302.26001,295.55743,288.85486,282.15228,275.4497,268.441125890511,261.432551781022,254.423977671532,247.415403562043,240.406829452554,238.17241144884,235.937993445125,233.703575441411,231.469157437697,229.234739433983,397.494612897331,344.29321046162,308.962585604388,275.449701398587,,
1.A.4. Other sectors,WEM,Total,31235.58284,30485.39473,29735.20661,28985.0185,28234.83038,27687.55292,27140.27546,26592.99799,26045.72053,25498.44307,25124.28513,24750.1272,24375.96927,24001.81134,23627.6534,23170.99474,22714.33608,22257.67741,21801.01875,21344.36009,20610.2323350497,19876.1045773398,19141.9768196299,18407.8490646796,17673.7213069696,17528.9513257905,17384.1813446114,17239.4113634323,17094.6413822532,16949.8714010741,28234.8303827007,25498.4430676482,23627.6534022414,21344.3600885416,,
1.A.5. Other,WAM,ESR,162.52894,161.68191,160.83489,159.98787,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,152.821246903168,146.501653806335,140.182060709502,133.86246761267,127.542874515837,126.590902812602,125.638931109366,124.686959406131,123.734987702895,122.783015999659,159.140841909681,159.140841909681,159.140841909681,159.140841909681,,
1.A.5. Other,WAM,ETS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1.A.5. Other,WAM,Total,162.52894,161.68191,160.83489,159.98787,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,153.667276627873,148.193713235171,142.72014984247,137.246586470343,131.773023077641,130.693636470852,129.614249864063,128.534863257274,127.455476650485,126.376090043696,159.140841909681,159.140841909681,159.140841909681,159.140841909681,,
1.A.5. Other,WEM,ESR,162.52894,161.68191,160.83489,159.98787,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,159.14084,152.821246903168,146.501653806335,140.182060709502,133.86246761267,127.542874515837,126.590902812602,125.638931109366,124.68695940613,123.734987702895,122.783015999659,159.140841909681,159.140841909681,159.140841909681,159.140841909681,,
